Month,Day,Facility,Storage_Type,Total_Capacity_Units,Used_Units,Utilization_Pct
115,15,Columbus,Racking,4243200,106569.35714285713,2.5115327380952377
115,15,Columbus,Bins,233164800,185190.88095238095,0.07942488787003053
115,15,Columbus,Hazmat,6918400,37223.0238095238,0.5380293681996386
115,15,Sacramento,Pallet,3564450,403320.6666666667,11.3150883493012
115,15,Sacramento,Racking,3557216,106569.35714285713,2.9958641011076392
115,15,Sacramento,Bins,7776000,185190.88095238095,2.381569971095434
115,15,Sacramento,Hazmat,712896,37223.0238095238,5.221382054258097
115,15,Austin,Pallet,3583152,403320.6666666667,11.256030072591582
115,15,Austin,Racking,3107328,106569.35714285713,3.429614033113245
115,15,Austin,Bins,10631520,185190.88095238095,1.7419040828816665
115,15,Austin,Hazmat,2015360,37223.0238095238,1.8469664878495058
115,16,SYSTEM_TOTAL,Pallet,14407162,403320.6666666667,2.799445627575137
115,16,SYSTEM_TOTAL,Racking,10907744,106569.35714285713,0.9770064015332329
115,16,SYSTEM_TOTAL,Bins,251572320,185190.88095238095,0.073613377239746
115,16,SYSTEM_TOTAL,Hazmat,9646656,37223.0238095238,0.38586452973469565
115,16,Columbus,Pallet,7259560,403320.6666666667,5.555717793732219
115,16,Columbus,Racking,4243200,106569.35714285713,2.5115327380952377
115,16,Columbus,Bins,233164800,185190.88095238095,0.07942488787003053
115,16,Columbus,Hazmat,6918400,37223.0238095238,0.5380293681996386
115,16,Sacramento,Pallet,3564450,403320.6666666667,11.3150883493012
115,16,Sacramento,Racking,3557216,106569.35714285713,2.9958641011076392
115,16,Sacramento,Bins,7776000,185190.88095238095,2.381569971095434
115,16,Sacramento,Hazmat,712896,37223.0238095238,5.221382054258097
115,16,Austin,Pallet,3583152,403320.6666666667,11.256030072591582
115,16,Austin,Racking,3107328,106569.35714285713,3.429614033113245
115,16,Austin,Bins,10631520,185190.88095238095,1.7419040828816665
115,16,Austin,Hazmat,2015360,37223.0238095238,1.8469664878495058
115,17,SYSTEM_TOTAL,Pallet,14407162,403320.6666666667,2.799445627575137
115,17,SYSTEM_TOTAL,Racking,10907744,106569.35714285713,0.9770064015332329
115,17,SYSTEM_TOTAL,Bins,251572320,185190.88095238095,0.073613377239746
115,17,SYSTEM_TOTAL,Hazmat,9646656,37223.0238095238,0.38586452973469565
115,17,Columbus,Pallet,7259560,403320.6666666667,5.555717793732219
115,17,Columbus,Racking,4243200,106569.35714285713,2.5115327380952377
115,17,Columbus,Bins,233164800,185190.88095238095,0.07942488787003053
115,17,Columbus,Hazmat,6918400,37223.0238095238,0.5380293681996386
115,17,Sacramento,Pallet,3564450,403320.6666666667,11.3150883493012
115,17,Sacramento,Racking,3557216,106569.35714285713,2.9958641011076392
115,17,Sacramento,Bins,7776000,185190.88095238095,2.381569971095434
115,17,Sacramento,Hazmat,712896,37223.0238095238,5.221382054258097
115,17,Austin,Pallet,3583152,403320.6666666667,11.256030072591582
115,17,Austin,Racking,3107328,106569.35714285713,3.429614033113245
115,17,Austin,Bins,10631520,185190.88095238095,1.7419040828816665
115,17,Austin,Hazmat,2015360,37223.0238095238,1.8469664878495058
115,18,SYSTEM_TOTAL,Pallet,14407162,403320.6666666667,2.799445627575137
115,18,SYSTEM_TOTAL,Racking,10907744,106569.35714285713,0.9770064015332329
115,18,SYSTEM_TOTAL,Bins,251572320,185190.88095238095,0.073613377239746
115,18,SYSTEM_TOTAL,Hazmat,9646656,37223.0238095238,0.38586452973469565
115,18,Columbus,Pallet,7259560,403320.6666666667,5.555717793732219
115,18,Columbus,Racking,4243200,106569.35714285713,2.5115327380952377
115,18,Columbus,Bins,233164800,185190.88095238095,0.07942488787003053
115,18,Columbus,Hazmat,6918400,37223.0238095238,0.5380293681996386
115,18,Sacramento,Pallet,3564450,403320.6666666667,11.3150883493012
115,18,Sacramento,Racking,3557216,106569.35714285713,2.9958641011076392
115,18,Sacramento,Bins,7776000,185190.88095238095,2.381569971095434
115,18,Sacramento,Hazmat,712896,37223.0238095238,5.221382054258097
115,18,Austin,Pallet,3583152,403320.6666666667,11.256030072591582
115,18,Austin,Racking,3107328,106569.35714285713,3.429614033113245
115,18,Austin,Bins,10631520,185190.88095238095,1.7419040828816665
115,18,Austin,Hazmat,2015360,37223.0238095238,1.8469664878495058
115,19,SYSTEM_TOTAL,Pallet,14407162,403320.6666666667,2.799445627575137
115,19,SYSTEM_TOTAL,Racking,10907744,106569.35714285713,0.9770064015332329
115,19,SYSTEM_TOTAL,Bins,251572320,185190.88095238095,0.073613377239746
115,19,SYSTEM_TOTAL,Hazmat,9646656,37223.0238095238,0.38586452973469565
115,19,Columbus,Pallet,7259560,403320.6666666667,5.555717793732219
115,19,Columbus,Racking,4243200,106569.35714285713,2.5115327380952377
115,19,Columbus,Bins,233164800,185190.88095238095,0.07942488787003053
115,19,Columbus,Hazmat,6918400,37223.0238095238,0.5380293681996386
115,19,Sacramento,Pallet,3564450,403320.6666666667,11.3150883493012
115,19,Sacramento,Racking,3557216,106569.35714285713,2.9958641011076392
115,19,Sacramento,Bins,7776000,185190.88095238095,2.381569971095434
115,19,Sacramento,Hazmat,712896,37223.0238095238,5.221382054258097
115,19,Austin,Pallet,3583152,403320.6666666667,11.256030072591582
115,19,Austin,Racking,3107328,106569.35714285713,3.429614033113245
115,19,Austin,Bins,10631520,185190.88095238095,1.7419040828816665
115,19,Austin,Hazmat,2015360,37223.0238095238,1.8469664878495058
115,20,SYSTEM_TOTAL,Pallet,14407162,403320.6666666667,2.799445627575137
115,20,SYSTEM_TOTAL,Racking,10907744,106569.35714285713,0.9770064015332329
115,20,SYSTEM_TOTAL,Bins,251572320,185190.88095238095,0.073613377239746
115,20,SYSTEM_TOTAL,Hazmat,9646656,37223.0238095238,0.38586452973469565
115,20,Columbus,Pallet,7259560,403320.6666666667,5.555717793732219
115,20,Columbus,Racking,4243200,106569.35714285713,2.5115327380952377
115,20,Columbus,Bins,233164800,185190.88095238095,0.07942488787003053
115,20,Columbus,Hazmat,6918400,37223.0238095238,0.5380293681996386
115,20,Sacramento,Pallet,3564450,403320.6666666667,11.3150883493012
115,20,Sacramento,Racking,3557216,106569.35714285713,2.9958641011076392
115,20,Sacramento,Bins,7776000,185190.88095238095,2.381569971095434
115,20,Sacramento,Hazmat,712896,37223.0238095238,5.221382054258097
115,20,Austin,Pallet,3583152,403320.6666666667,11.256030072591582
115,20,Austin,Racking,3107328,106569.35714285713,3.429614033113245
115,20,Austin,Bins,10631520,185190.88095238095,1.7419040828816665
115,20,Austin,Hazmat,2015360,37223.0238095238,1.8469664878495058
115,21,SYSTEM_TOTAL,Pallet,14407162,403320.6666666667,2.799445627575137
115,21,SYSTEM_TOTAL,Racking,10907744,106569.35714285713,0.9770064015332329
115,21,SYSTEM_TOTAL,Bins,251572320,185190.88095238095,0.073613377239746
115,21,SYSTEM_TOTAL,Hazmat,9646656,37223.0238095238,0.38586452973469565
115,21,Columbus,Pallet,7259560,403320.6666666667,5.555717793732219
115,21,Columbus,Racking,4243200,106569.35714285713,2.5115327380952377
115,21,Columbus,Bins,233164800,185190.88095238095,0.07942488787003053
115,21,Columbus,Hazmat,6918400,37223.0238095238,0.5380293681996386
115,21,Sacramento,Pallet,3564450,403320.6666666667,11.3150883493012
115,21,Sacramento,Racking,3557216,106569.35714285713,2.9958641011076392
115,21,Sacramento,Bins,7776000,185190.88095238095,2.381569971095434
115,21,Sacramento,Hazmat,712896,37223.0238095238,5.221382054258097
115,21,Austin,Pallet,3583152,403320.6666666667,11.256030072591582
115,21,Austin,Racking,3107328,106569.35714285713,3.429614033113245
115,21,Austin,Bins,10631520,185190.88095238095,1.7419040828816665
115,21,Austin,Hazmat,2015360,37223.0238095238,1.8469664878495058
116,1,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,1,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,1,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,1,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,1,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,1,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,1,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,1,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,1,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,1,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,1,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,1,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,1,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,1,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,1,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,1,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,2,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,2,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,2,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,2,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,2,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,2,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,2,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,2,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,2,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,2,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,2,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,2,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,2,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,2,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,2,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,2,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,3,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,3,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,3,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,3,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,3,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,3,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,3,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,3,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,3,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,3,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,3,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,3,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,3,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,3,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,3,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,3,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,4,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,4,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,4,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,4,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,4,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,4,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,4,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,4,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,4,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,4,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,4,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,4,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,4,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,4,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,4,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,4,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,5,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,5,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,5,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,5,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,5,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,5,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,5,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,5,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,5,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,5,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,5,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,5,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,5,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,5,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,5,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,5,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,6,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,6,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,6,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,6,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,6,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,6,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,6,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,6,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,6,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,6,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,6,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,6,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,6,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,6,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,6,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,6,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,7,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,7,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,7,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,7,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,7,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,7,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,7,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,7,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,7,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,7,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,7,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,7,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,7,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,7,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,7,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,7,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,8,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,8,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,8,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,8,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,8,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,8,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,8,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,8,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,8,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,8,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,8,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,8,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,8,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,8,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,8,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,8,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,9,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,9,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,9,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,9,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,9,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,9,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,9,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,9,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,9,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,9,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,9,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,9,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,9,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,9,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,9,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,9,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,10,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,10,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,10,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,10,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,10,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,10,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,10,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,10,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,10,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,10,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,10,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,10,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,10,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,10,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,10,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,10,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,11,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,11,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,11,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,11,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,11,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,11,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,11,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,11,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,11,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,11,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,11,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,11,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,11,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,11,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,11,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,11,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,12,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,12,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,12,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,12,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,12,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,12,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,12,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,12,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,12,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,12,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,12,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,12,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,12,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,12,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,12,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,12,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,13,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,13,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,13,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,13,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,13,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,13,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,13,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,13,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,13,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,13,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,13,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,13,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,13,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,13,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,13,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,13,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,14,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,14,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,14,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,14,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,14,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,14,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,14,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,14,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,14,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,14,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,14,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,14,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,14,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,14,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,14,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,14,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,15,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,15,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,15,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,15,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,15,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,15,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,15,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,15,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,15,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,15,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,15,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,15,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,15,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,15,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,15,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,15,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,16,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,16,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,16,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,16,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,16,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,16,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,16,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,16,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,16,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,16,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,16,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,16,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,16,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,16,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,16,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,16,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,17,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,17,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,17,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,17,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
116,17,Columbus,Pallet,7259560,313039.6904761905,4.3121028061782045
116,17,Columbus,Racking,4243200,83653.14285714286,1.9714635854341738
116,17,Columbus,Bins,233164800,135708.2380952381,0.05820271245712823
116,17,Columbus,Hazmat,6918400,32013.73809523809,0.4627332634024932
116,17,Sacramento,Pallet,3564450,313039.6904761905,8.782271892611496
116,17,Sacramento,Racking,3557216,83653.14285714286,2.3516464239771455
116,17,Sacramento,Bins,7776000,135708.2380952381,1.7452191113070743
116,17,Sacramento,Hazmat,712896,32013.73809523809,4.490660362133901
116,17,Austin,Pallet,3583152,313039.6904761905,8.736433466294216
116,17,Austin,Racking,3107328,83653.14285714286,2.692124643975237
116,17,Austin,Bins,10631520,135708.2380952381,1.2764707031096034
116,17,Austin,Hazmat,2015360,32013.73809523809,1.5884873221279616
116,18,SYSTEM_TOTAL,Pallet,14407162,313039.6904761905,2.1728060701766974
116,18,SYSTEM_TOTAL,Racking,10907744,83653.14285714286,0.7669151646494715
116,18,SYSTEM_TOTAL,Bins,251572320,135708.2380952381,0.05394402615328988
116,18,SYSTEM_TOTAL,Hazmat,9646656,32013.73809523809,0.3318635814860413
