simulation,k_factor,mean_delay,total_delay_events,total_skus_affected,total_trucks_affected,total_truck_days_delay,avg_delay_duration,avg_skus_per_event,avg_trucks_per_event,domestic_events,international_events,sacramento_shelves,austin_shelves,total_shelves
21,1.0,21.0,28707,47657,941474,19870124.81499257,21.02055181454189,1.6601177413174486,32.79597310760442,18064,10643,,,
22,1.0,21.0,28955,47913,938254,19302750.977795076,20.931569772883716,1.6547401139699534,32.40386807114488,18132,10823,,,
23,1.0,21.0,28985,48006,948569,19633447.5192827,20.85807479497911,1.6562359841297223,32.72620320855615,18250,10735,,,
24,1.0,21.0,28797,47893,950357,19665158.740674637,20.959612808729823,1.6631246310379553,33.00194464701184,18227,10570,,,
25,1.0,21.0,28842,47556,928983,19305184.859679103,21.099524788701693,1.648845433742459,32.20938215102975,18051,10791,,,
26,1.0,21.0,28610,47598,932204,19716915.60506802,21.112650685254675,1.6636840265641384,32.58315274379588,18149,10461,,,
27,1.0,21.0,28816,47789,939125,19973614.936353244,21.040215711162286,1.6584189339255968,32.59040116601888,18240,10576,,,
28,1.0,21.0,28915,48128,942331,19523243.257562153,20.80125588949712,1.6644648106519109,32.58969393048591,18130,10785,,,
29,1.0,21.0,28824,47808,951508,20434901.968325794,21.315995993103705,1.658617818484596,33.010963086316956,18365,10459,,,
30,1.0,21.0,28819,47801,922281,19396081.48855505,20.944429752992264,1.6586626878101252,32.00253305111212,18134,10685,,,
31,1.0,21.0,28877,47820,936914,19595788.669178315,21.018577263973278,1.6559891955535548,32.44499082314645,18153,10724,,,
32,1.0,21.0,28701,47560,934387,19653221.825600684,21.11758518315799,1.6570851189854012,32.55590397547124,17948,10753,,,
33,1.0,21.0,28848,47702,939119,19750797.95417729,21.041705345959375,1.653563505268996,32.55404187465336,18058,10790,,,
34,1.0,21.0,28976,47945,940704,19824293.719806343,21.00376034038131,1.6546452236333518,32.46493649917173,17997,10979,,,
35,1.0,21.0,28959,48001,945957,19742593.442603536,20.84407576256388,1.6575503297765808,32.66538899823889,18175,10784,,,
36,1.0,21.0,28895,47934,946964,19787332.299987018,20.914841281941108,1.6589029243813809,32.77259041356636,18287,10608,,,
37,1.0,21.0,29060,48233,950448,19790564.29347164,20.935888044905997,1.6597728836889194,32.706400550584995,18372,10688,,,
38,1.0,21.0,28910,48011,944496,19570629.89279304,20.6835716896476,1.6607056381874783,32.670217917675544,18301,10609,,,
39,1.0,21.0,28760,47398,936958,19496341.804745313,20.874533624204187,1.6480528511821975,32.57851182197496,18123,10637,,,
40,1.0,21.0,28704,47522,928388,19446235.02474326,21.056266767675794,1.6555880713489408,32.34350613154961,18223,10481,,,
41,1.0,21.0,28865,48038,951719,20347996.576698925,21.215311556021547,1.6642300363762341,32.97138402910099,18216,10649,,,
42,1.0,21.0,28829,47715,929752,19286236.788653396,21.018675969835723,1.6551042353186027,32.25058101217524,17943,10886,,,
43,1.0,21.0,28776,47858,944191,19878099.449078023,21.083232335918357,1.663122046149569,32.811752849596886,18325,10451,,,
44,1.0,21.0,28898,47951,949659,20069480.44878599,20.96781737493634,1.6593189840127345,32.86244722818188,18144,10754,,,
45,1.0,21.0,28644,47327,916566,19290906.841652595,20.899941692756872,1.6522482893450636,31.998533724340177,18125,10519,,,
46,1.0,21.0,28909,47933,955765,20090419.00545813,20.871261924561466,1.6580649624684354,33.061157425023346,18199,10710,,,
47,1.0,21.0,28831,47728,933273,19640107.56206125,21.215140325410694,1.6554403246505498,32.37046928653186,18078,10753,,,
48,1.0,21.0,28777,47614,934735,19441127.965545274,20.881794745194007,1.6545852590610557,32.48201688848734,18010,10767,,,
49,1.0,21.0,28912,48127,947544,20147971.187360674,21.129850818002947,1.6646029330381849,32.773381294964025,18156,10756,,,
50,1.0,21.0,28886,47963,941469,19812235.514776513,21.158490322455357,1.6604237346811603,32.59257079554109,18385,10501,,,
