simulation,k_factor,mean_delay,total_delay_events,total_skus_affected,total_trucks_affected,total_truck_days_delay,avg_delay_duration,avg_skus_per_event,avg_trucks_per_event,domestic_events,international_events,sacramento_shelves,austin_shelves,total_shelves
36,0.3,7.0,8599,14224,276980,1974746.3151581546,7.068588054638824,1.654145830910571,32.21072217699732,5443,3156,,,
37,0.3,7.0,8596,14249,282726,1956445.82705901,7.037791794878556,1.6576314564913914,32.89041414611447,5370,3226,,,
38,0.3,7.0,8619,14379,282273,1962214.0600976434,6.910761217876115,1.6682909850330665,32.75008701705534,5484,3135,,,
39,0.3,7.0,8481,14019,273197,1931737.8242735288,7.003043099889306,1.6529890343119915,32.2128286758637,5319,3162,,,
40,0.3,7.0,8691,14446,287697,1992309.0733886003,6.963242154709318,1.6621792659072603,33.10286503279254,5428,3263,,,
41,0.3,7.0,8619,14372,284521,1957587.6890219972,6.903248866215193,1.6674788258498665,33.01090613760297,5419,3200,,,
42,0.3,7.0,8808,14555,292660,2010757.4534221957,6.9467871208958565,1.6524750227066303,33.22661217075386,5583,3225,,,
43,0.3,7.0,8551,14147,274068,1872988.2624365846,6.8641236718971985,1.6544263828791954,32.050988188515966,5318,3233,,,
44,0.3,7.0,8623,14245,283481,1971173.6327667136,7.09624226580016,1.6519772700916155,32.87498550388496,5374,3249,,,
45,0.3,7.0,8809,14570,279843,1981431.8864229142,7.020338669493387,1.6539902372573505,31.76785106141446,5519,3290,,,
46,0.3,7.0,8639,14376,280536,1997340.4625046558,7.032376720891421,1.6640814909133002,32.473202917004286,5512,3127,,,
47,0.3,7.0,8620,14347,282399,1975664.0059584896,7.060654144640169,1.664385150812065,32.760904872389794,5471,3149,,,
48,0.3,7.0,8670,14276,281346,1998214.1036262931,6.940525751089448,1.6465974625144175,32.450519031141866,5422,3248,,,
49,0.3,7.0,8597,14233,285682,2053483.438373845,7.081194129516488,1.6555775270443178,33.23042921949517,5427,3170,,,
50,0.3,7.0,8742,14501,287950,2031347.8039668472,6.979585655991463,1.6587737359871884,32.93868679935942,5516,3226,,,
