simulation,k_factor,mean_delay,total_delay_events,total_skus_affected,total_trucks_affected,total_truck_days_delay,avg_delay_duration,avg_skus_per_event,avg_trucks_per_event,domestic_events,international_events,sacramento_shelves,austin_shelves,total_shelves
21,0.5,14.0,14452,23890,460742,6431565.062485111,13.992033410271315,1.6530584002214226,31.880846941599778,9112,5340,,,
22,0.5,14.0,14462,23975,476771,6527025.82676961,13.833526410240419,1.6577928363988383,32.967155303554144,9055,5407,,,
23,0.5,14.0,14275,23770,477179,6716407.131116213,13.933188708745964,1.6651488616462347,33.427600700525396,9093,5182,,,
24,0.5,14.0,14361,23873,473531,6581779.343052632,13.848264209996694,1.6623494185641667,32.97340018104589,9137,5224,,,
25,0.5,14.0,14305,23784,476857,6774172.764905862,13.973431595829252,1.6626354421530933,33.334987766515205,9084,5221,,,
26,0.5,14.0,14626,24105,476700,6680267.653927973,14.084157431657415,1.648092438123889,32.59264323806919,9131,5495,,,
27,0.5,14.0,14378,23990,479477,6710462.173764429,14.142946250164693,1.6685213520656559,33.34796216441786,9102,5276,,,
28,0.5,14.0,14264,23491,454433,6366966.505640419,14.252741610616422,1.6468732473359506,31.858735277621985,8962,5302,,,
29,0.5,14.0,14641,24370,480966,6812167.554155377,13.953455900581549,1.6645037907246774,32.85062495731166,9118,5523,,,
30,0.5,14.0,14489,24004,475739,6616500.615973113,13.904733055768252,1.656705086617434,32.834495134239766,9046,5443,,,
31,0.5,14.0,14165,23477,465865,6461693.220862296,13.938857114359209,1.6573949876456053,32.88845746558419,8937,5228,,,
32,0.5,14.0,14532,24108,478222,6618214.673748237,13.978887277684931,1.6589595375722543,32.90820258739334,9138,5394,,,
33,0.5,14.0,14504,24073,476877,6570024.0332204215,13.957838665121974,1.6597490347490347,32.87899889685604,9187,5317,,,
34,0.5,14.0,14484,24146,478189,6828043.320927284,13.977764539910083,1.6670809168737917,33.014982049157695,9205,5279,,,
35,0.5,14.0,14323,23595,467257,6428380.011471798,13.978408050994517,1.6473504154157648,32.62284437617817,9052,5271,,,
36,0.5,14.0,14326,23660,462983,6615911.388522555,13.997966702208002,1.6515426497277677,32.31767415887198,8985,5341,,,
37,0.5,14.0,14350,23707,464656,6520331.348981414,14.044679347940896,1.6520557491289198,32.38020905923345,9000,5350,,,
38,0.5,14.0,14335,23636,460349,6540353.601338331,14.205638499327513,1.6488315312173003,32.11363794907569,9057,5278,,,
39,0.5,14.0,14363,23832,465936,6507505.447403571,13.933920477011759,1.6592633850866811,32.44001949453457,9011,5352,,,
40,0.5,14.0,14336,23800,466906,6504025.790795875,13.878175988058322,1.66015625,32.568777901785715,9099,5237,,,
41,0.5,14.0,14261,23777,468509,6444985.872027362,13.971734991626438,1.6672743846855058,32.85246476404179,9033,5228,,,
42,0.5,14.0,14224,23632,468995,6513975.851308882,13.898852272055246,1.6614173228346456,32.97208942632171,8984,5240,,,
43,0.5,14.0,13944,23144,452210,6152342.766575228,13.879529640161953,1.6597819850831899,32.43043602983362,8661,5283,,,
44,0.5,14.0,14456,23984,471081,6453842.348796965,13.776768808422519,1.6591034864416159,32.58723021582734,9048,5408,,,
45,0.5,14.0,14420,23928,474435,6739652.255714005,14.112318463249723,1.659361997226075,32.90117891816921,9104,5316,,,
46,0.5,14.0,14420,23772,464451,6494043.987321393,13.86381908705149,1.6485436893203884,32.20880721220527,9057,5363,,,
47,0.5,14.0,14668,24402,482498,6502112.627521064,13.814924798074989,1.6636214889555494,32.89460049086447,9260,5408,,,
48,0.5,14.0,14468,23939,473210,6654412.482108831,13.852601178927802,1.6546170859828586,32.70735416090683,9111,5357,,,
49,0.5,14.0,14316,23796,460948,6529613.217697547,14.081990172389201,1.6621961441743505,32.19810002794077,9079,5237,,,
50,0.5,14.0,14457,23996,469235,6537478.268368079,14.041035674983156,1.6598187729127758,32.45728712734316,9061,5396,,,
